Gemcitabine Dosage (nM), Replicate, Time (hr), Organoid ID, Masked fluorescence, Area, Circularity
3,4,0,36,805,936,0.864474
3,4,0,37,391,464,0.898660
3,4,0,38,449,512,0.877740
3,4,0,39,446,552,0.901517
3,4,4,1,6682,8260,0.860034
3,4,4,2,6381,8320,0.864503
3,4,4,3,1050,1388,0.877376
3,4,4,4,7344,8796,0.855214
3,4,4,6,446,548,0.797605
3,4,4,7,1191,1372,0.832260
3,4,4,8,1860,2054,0.818625
3,4,4,9,745,822,0.829968
3,4,4,10,2130,1796,0.863686
3,4,4,11,1117,1192,0.858709
3,4,4,14,810,1208,0.864453
3,4,4,15,335,504,0.866927
3,4,4,20,530,696,0.839086
3,4,4,21,1949,2204,0.830756
3,4,4,23,914,1180,0.840145
3,4,4,24,793,892,0.851866
3,4,4,25,610,776,0.869066
3,4,4,26,457,580,0.869259
3,4,4,29,661,780,0.850141
3,4,4,31,546,664,0.852002
3,4,4,32,511,608,0.815283
3,4,4,33,836,824,0.853071
3,4,4,34,1180,1356,0.887329
3,4,4,35,988,1152,0.879069
3,4,4,36,514,576,0.847517
3,4,4,40,324,444,0.673724
3,4,4,41,545,704,0.882109
3,4,4,42,610,752,0.861262
3,4,4,43,782,940,0.886301
3,4,8,1,5814,6484,0.867745
3,4,8,2,6495,8272,0.852724
3,4,8,3,1051,1384,0.872714
3,4,8,4,7844,8992,0.846370
3,4,8,5,929,1136,0.833451
3,4,8,7,1391,1560,0.810068
3,4,8,8,1978,2128,0.853493
3,4,8,10,2195,1800,0.806740
3,4,8,11,1491,1652,0.847481
3,4,8,14,766,1116,0.887359
3,4,8,20,605,808,0.824024
3,4,8,21,2363,2652,0.832612
3,4,8,23,820,1036,0.870242
3,4,8,24,1150,1304,0.823982
3,4,8,29,978,1088,0.861677
3,4,8,31,788,948,0.884092
3,4,8,33,784,792,0.860986
3,4,8,34,1399,1576,0.869012
3,4,8,35,2481,2956,0.693152
3,4,8,39,356,404,0.848533
3,4,8,42,720,876,0.868037
3,4,8,43,846,980,0.876375
3,4,8,44,515,548,0.898245
3,4,12,1,8116,8908,0.857457
3,4,12,2,7872,9684,0.833741
3,4,12,3,1383,1744,0.888984
3,4,12,4,9022,9160,0.841527
3,4,12,5,823,968,0.836366
3,4,12,6,2162,2552,0.738479
3,4,12,7,2081,2212,0.842718
3,4,12,8,1651,1664,0.836979
3,4,12,10,2325,1916,0.861166
3,4,12,11,1509,1580,0.842829
3,4,12,14,837,1168,0.870883
3,4,12,15,300,424,0.835318
3,4,12,19,373,440,0.648698
3,4,12,20,649,824,0.828176
3,4,12,21,2058,2276,0.843793
3,4,12,23,1155,1380,0.874843
3,4,12,24,1252,1328,0.874637
3,4,12,29,1011,1028,0.847484
3,4,12,31,878,1002,0.865175
3,4,12,33,584,556,0.881736
3,4,12,34,1759,1828,0.864319
3,4,12,35,2949,3308,0.699273
3,4,12,42,718,820,0.853964
3,4,12,43,1002,1092,0.806302
3,4,12,44,468,468,0.896346
3,4,12,45,757,612,0.883916
3,4,16,1,9022,9528,0.814127
3,4,16,2,8109,9784,0.842060
3,4,16,3,1320,1656,0.884397
3,4,16,4,10444,10440,0.853923
3,4,16,5,1509,1780,0.838216
3,4,16,6,3198,3712,0.844520
3,4,16,7,2303,2428,0.821732
3,4,16,8,1518,1428,0.872538
3,4,16,9,582,598,0.822025
3,4,16,10,1792,1528,0.873160
3,4,16,11,1790,1868,0.869616
3,4,16,14,1184,1676,0.827269
3,4,16,19,532,592,0.783806
3,4,16,20,453,556,0.867229
3,4,16,21,2350,2604,0.849221
3,4,16,23,1493,1772,0.843830
3,4,16,24,947,992,0.852023
3,4,16,25,541,624,0.846353
3,4,16,29,996,1000,0.851185
3,4,16,31,824,824,0.881359
3,4,16,33,625,568,0.844497
3,4,16,34,1792,1848,0.864948
3,4,16,35,2625,2916,0.651747
3,4,16,42,788,912,0.867143
3,4,16,43,1159,1220,0.853674
3,4,16,44,625,616,0.870753
3,4,16,45,632,464,0.822850
3,4,16,46,6501,4480,0.847752
3,4,20,1,9795,9576,0.815051
3,4,20,2,8617,9788,0.847143
3,4,20,3,1360,1636,0.867118
3,4,20,4,13028,12192,0.835688
3,4,20,5,1350,1504,0.825200
3,4,20,6,2573,2808,0.843614
3,4,20,7,2229,2204,0.861153
3,4,20,8,1827,1656,0.847651
3,4,20,10,2375,2020,0.867786
3,4,20,11,2216,2252,0.855368
3,4,20,14,1567,2192,0.847466
3,4,20,20,653,776,0.869066
3,4,20,21,2379,2328,0.763870
3,4,20,23,1222,1372,0.860866
3,4,20,24,1224,1268,0.830786
3,4,20,25,494,532,0.885035
3,4,20,26,611,680,0.890566
3,4,20,29,510,436,0.747361
3,4,20,31,753,592,0.840432
3,4,20,33,909,812,0.881240
3,4,20,34,1584,1464,0.881091
3,4,20,39,1145,1168,0.874565
3,4,20,42,936,1040,0.866913
3,4,20,43,1125,1256,0.859237
3,4,20,44,605,556,0.899077
3,4,20,45,1080,792,0.640450
3,4,20,47,584,572,0.842532
3,4,24,1,9615,9088,0.854965
3,4,24,2,9080,10492,0.859404
3,4,24,3,1451,1780,0.857787
3,4,24,4,12416,11524,0.853115
3,4,24,6,3272,3724,0.816909
3,4,24,7,2470,2532,0.841067
3,4,24,8,973,900,0.817347
3,4,24,10,2913,2588,0.863519
3,4,24,11,1839,1912,0.865897
3,4,24,14,1494,2096,0.855986
3,4,24,15,414,572,0.879619
3,4,24,19,939,864,0.777360
3,4,24,20,683,836,0.877011
3,4,24,21,1732,1724,0.843700
3,4,24,23,1497,1748,0.846022
3,4,24,24,1029,1072,0.877393
3,4,24,25,596,676,0.892983
3,4,24,26,730,852,0.844978
3,4,24,28,649,556,0.819153
3,4,24,29,1180,1032,0.831593
3,4,24,31,929,726,0.829031
3,4,24,33,556,472,0.881333
3,4,24,34,2234,2192,0.870777
3,4,24,35,2970,3144,0.681553
3,4,24,36,896,892,0.867520
3,4,24,39,1144,1156,0.884378
3,4,24,42,683,756,0.881055
3,4,24,43,904,1036,0.844923
3,4,24,44,567,532,0.867859
3,4,24,45,1367,1096,0.757432
3,4,28,1,10181,8760,0.842409
3,4,28,2,9777,11012,0.850925
3,4,28,3,1324,1516,0.855404
3,4,28,4,14199,12008,0.787608
3,4,28,5,901,960,0.741208
3,4,28,7,3192,3212,0.810161
3,4,28,8,2007,1568,0.860203
3,4,28,10,2869,2404,0.860388
3,4,28,11,1729,1704,0.867053
3,4,28,14,1409,1888,0.862441
3,4,28,15,486,640,0.872381
3,4,28,17,377,416,0.892944
3,4,28,20,894,1064,0.870259
3,4,28,21,2389,1888,0.867644
3,4,28,23,1426,1612,0.839203
3,4,28,24,1429,1484,0.866896
3,4,28,25,665,712,0.887107
3,4,28,26,513,556,0.899077
3,4,28,28,516,408,0.823309
3,4,28,29,1029,848,0.798467
3,4,28,31,1072,634,0.766458
3,4,28,33,821,660,0.862185
3,4,28,34,2093,1884,0.861527
3,4,28,35,3785,3900,0.773444
3,4,28,36,653,612,0.873600
3,4,28,39,576,560,0.872540
3,4,28,42,754,828,0.850960
3,4,28,43,912,1020,0.858537
3,4,28,44,769,672,0.866589
3,4,28,45,1133,908,0.717188
3,4,28,48,318,420,0.840993
3,4,32,1,10589,8656,0.838641
3,4,32,2,11510,13340,0.858668
3,4,32,3,1959,2224,0.825158
3,4,32,4,15851,13032,0.826053
3,4,32,5,1223,1292,0.852152
3,4,32,6,6063,6660,0.808194
3,4,32,7,2934,2896,0.847274
3,4,32,8,2311,1724,0.857751
3,4,32,10,3095,2588,0.871146
3,4,32,11,2178,2108,0.883668
3,4,32,14,1404,1864,0.868684
3,4,32,15,439,548,0.892585
3,4,32,19,2813,2308,0.835472
3,4,32,20,707,684,0.845695
3,4,32,21,2542,2168,0.841035
3,4,32,23,1349,1576,0.873481
3,4,32,24,1858,1988,0.864787
3,4,32,25,738,792,0.856656
3,4,32,28,1112,932,0.764670
3,4,32,29,1598,1208,0.846633
3,4,32,31,1237,702,0.699252
3,4,32,32,3003,3176,0.798614
3,4,32,33,1258,1108,0.851806
3,4,32,34,2708,2508,0.866668
3,4,32,35,1983,1980,0.848325
3,4,32,39,564,560,0.879468
3,4,32,42,735,780,0.877149
3,4,32,43,901,1000,0.889387
3,4,32,44,1013,908,0.849802
3,4,32,45,746,588,0.772431
3,4,32,49,516,484,0.858908
3,4,32,50,932,688,0.742590
3,4,36,1,11598,9172,0.836505
3,4,36,2,13288,15536,0.844224
3,4,36,3,2936,3256,0.808380
3,4,36,4,16580,13732,0.845507
3,4,36,5,1899,2124,0.777399
3,4,36,6,6911,7628,0.809922
3,4,36,7,2878,2732,0.829672
3,4,36,8,2550,1544,0.839411
3,4,36,10,3663,2388,0.855766
3,4,36,11,3081,3224,0.868829
3,4,36,14,1412,1872,0.870546
3,4,36,15,400,472,0.857639
3,4,36,20,914,1020,0.838373
3,4,36,21,2583,2344,0.850306
3,4,36,23,1469,1708,0.855828
3,4,36,24,2228,2428,0.862172
3,4,36,25,953,1036,0.877410
3,4,36,26,711,756,0.881055
3,4,36,29,676,548,0.670858
3,4,36,31,1177,632,0.595031
3,4,36,32,2791,2970,0.818064
3,4,36,33,970,848,0.878877
3,4,36,34,2584,2348,0.865674
3,4,36,35,1889,1796,0.860787
3,4,36,36,1136,1104,0.860560
3,4,36,39,1333,1276,0.832463
3,4,36,42,970,1048,0.843115
3,4,36,43,1232,1444,0.871735
3,4,36,44,918,816,0.866456
3,4,36,45,2027,1488,0.776897
3,4,36,48,354,464,0.810498
3,4,36,50,611,476,0.732696
3,4,36,51,361,448,0.831714
3,4,36,52,567,492,0.889631
3,4,40,1,12681,9356,0.866352
3,4,40,2,13181,14848,0.847835
3,4,40,3,2619,2752,0.809454
3,4,40,4,18894,15312,0.827590
3,4,40,5,718,760,0.766320
3,4,40,6,6531,6824,0.829506
3,4,40,7,3606,3332,0.806207
3,4,40,8,833,412,0.665982
3,4,40,9,1061,1030,0.750464
3,4,40,10,4995,2652,0.828831
3,4,40,11,3578,3756,0.860178
3,4,40,14,1169,1464,0.887264
3,4,40,17,613,668,0.886210
3,4,40,19,1703,1316,0.809090
3,4,40,20,610,704,0.826003
3,4,40,21,2632,2372,0.857128
3,4,40,23,1093,1232,0.839672
3,4,40,24,1869,2008,0.878742
3,4,40,25,724,756,0.821147
3,4,40,26,687,756,0.881055
3,4,40,29,1551,1080,0.861132
3,4,40,31,1596,892,0.747175
3,4,40,33,1042,788,0.855750
3,4,40,34,2659,2364,0.868619
3,4,40,35,1857,1716,0.843399
3,4,40,39,3550,3284,0.702204
3,4,40,42,1315,1412,0.868607
3,4,40,43,1323,1540,0.847663
3,4,40,44,1244,1076,0.875153
3,4,40,45,1864,1260,0.677095
3,4,40,50,565,444,0.729560
3,4,40,53,570,444,0.902910
3,4,44,1,14531,10304,0.844984
3,4,44,2,13816,15604,0.848083
3,4,44,3,1783,1952,0.858533
3,4,44,4,19592,14768,0.834366
3,4,44,5,1495,1596,0.823648
3,4,44,6,6220,6392,0.838799
3,4,44,7,3388,2992,0.856745
3,4,44,9,2410,2406,0.829711
3,4,44,10,5453,2412,0.828709
3,4,44,11,3235,3336,0.855262
3,4,44,14,1872,2516,0.853818
3,4,44,17,554,536,0.882758
3,4,44,19,2497,1752,0.869245
3,4,44,20,1207,1456,0.844437
3,4,44,21,2796,2424,0.827784
3,4,44,23,1182,1356,0.863841
3,4,44,24,1642,1776,0.863830
3,4,44,25,963,996,0.858702
3,4,44,26,732,788,0.872579
3,4,44,29,1239,804,0.801202
3,4,44,31,1351,694,0.617993
3,4,44,33,956,664,0.860024
3,4,44,34,2820,2324,0.851614
3,4,44,35,2488,2364,0.855682
3,4,44,39,1519,1400,0.770012
3,4,44,42,1420,1500,0.844375
3,4,44,43,1275,1444,0.883577
3,4,44,44,1210,1044,0.856700
3,4,44,45,1101,724,0.870072
3,4,44,49,593,580,0.679186
3,4,44,53,832,720,0.822641
3,4,48,1,14886,9640,0.827015
3,4,48,2,14019,15316,0.848063
3,4,48,3,1692,1708,0.858766
3,4,48,4,21284,14924,0.710208
3,4,48,5,1265,1192,0.826325
3,4,48,6,6751,6680,0.860653
3,4,48,7,3528,2712,0.835014
3,4,48,9,538,464,0.805490
3,4,48,10,9444,2440,0.807266
3,4,48,11,2933,2828,0.870057
3,4,48,14,2328,3140,0.877289
3,4,48,17,401,400,0.881985
3,4,48,20,751,860,0.789357
3,4,48,21,2719,2304,0.859319
3,4,48,23,1124,1288,0.849856
3,4,48,24,1537,1564,0.877854
3,4,48,29,1348,764,0.757890
3,4,48,34,3346,2588,0.864229
3,4,48,35,2688,2420,0.831042
3,4,48,36,846,848,0.847538
3,4,48,39,3626,2972,0.671863
3,4,48,42,1344,1356,0.859131
3,4,48,43,1255,1412,0.891270
3,4,48,44,789,628,0.845714
3,4,48,45,1136,736,0.855188
3,4,48,50,847,596,0.715399
3,4,52,1,16424,9484,0.760126
3,4,52,2,13835,14248,0.842674
3,4,52,3,1480,1500,0.881792
3,4,52,4,21599,14156,0.693496
3,4,52,5,1581,1420,0.864460
3,4,52,6,7695,7584,0.846692
3,4,52,7,4294,2992,0.833748
3,4,52,9,3226,2810,0.856778
3,4,52,10,9344,2148,0.822832
3,4,52,11,2931,2860,0.867644
3,4,52,14,2532,3388,0.822911
3,4,52,20,984,1016,0.825550
3,4,52,21,3108,2460,0.863573
3,4,52,23,1333,1468,0.829704
3,4,52,24,1353,1300,0.854786
3,4,52,26,669,660,0.862185
3,4,52,29,923,504,0.743477
3,4,52,33,961,464,0.869710
3,4,52,34,3273,2400,0.862907
3,4,52,35,2515,2116,0.823514
3,4,52,36,1044,952,0.871831
3,4,52,39,4317,3544,0.749950
3,4,52,42,1141,1064,0.874113
3,4,52,43,1365,1404,0.768051
3,4,52,44,1049,824,0.890948
3,4,52,45,1061,740,0.808421
3,4,52,50,809,568,0.713647
3,4,52,54,437,536,0.842131
3,4,52,55,1307,836,0.797469
3,4,56,1,19129,10864,0.812810
3,4,56,2,14434,14176,0.839158
3,4,56,3,1495,1448,0.871973
3,4,56,4,23912,14264,0.727618
3,4,56,5,1628,1440,0.850784
3,4,56,6,8513,8048,0.856733
3,4,56,7,4779,3036,0.817902
3,4,56,9,3320,2720,0.835976
3,4,56,10,9984,2352,0.809693
3,4,56,11,3153,2940,0.871038
3,4,56,14,2451,3180,0.871967
3,4,56,20,1189,1376,0.869201
3,4,56,21,5376,4572,0.715758
3,4,56,26,1018,1012,0.879067
3,4,56,29,8723,5712,0.772262
3,4,56,31,1117,518,0.655719
3,4,56,32,3430,2494,0.851068
3,4,56,34,3554,2408,0.861836
3,4,56,35,3033,2468,0.860027
3,4,56,36,1407,1192,0.862253
3,4,56,39,4885,3780,0.780541
3,4,56,42,1282,1132,0.859917
3,4,56,43,1421,1412,0.808784
3,4,56,44,1431,1132,0.893698
3,4,56,45,1095,708,0.819911
3,4,56,54,566,680,0.831947
3,4,56,55,1581,864,0.857913
3,4,60,1,20089,10420,0.785829
3,4,60,2,14701,14452,0.842668
3,4,60,3,1797,1720,0.842035
3,4,60,4,21743,11512,0.765075
3,4,60,5,1598,1424,0.824807
3,4,60,6,8208,7968,0.829419
3,4,60,7,5045,3236,0.822564
3,4,60,9,3735,3178,0.851946
3,4,60,10,9578,2324,0.832587
3,4,60,11,2733,2508,0.856572
3,4,60,14,2538,3324,0.680201
3,4,60,17,473,460,0.894778
3,4,60,20,1464,1548,0.841367
3,4,60,21,4777,4004,0.680122
3,4,60,25,1365,1272,0.731781
3,4,60,26,1002,1028,0.877970
3,4,60,29,4292,2340,0.549395
3,4,60,31,933,450,0.518210
3,4,60,32,3413,2380,0.850429
3,4,60,33,990,500,0.846617
3,4,60,34,3788,2584,0.854379
3,4,60,35,3106,2536,0.860064
3,4,60,36,1577,1352,0.862566
3,4,60,39,4453,3548,0.763947
3,4,60,42,1165,1032,0.883675
3,4,60,43,1426,1420,0.840828
3,4,60,44,1456,1172,0.857491
3,4,60,45,1770,1212,0.862339
3,4,60,54,489,600,0.850948
3,4,60,55,1559,900,0.871401
3,4,60,56,866,420,0.802252
3,4,64,1,20752,9072,0.806635
3,4,64,2,15691,14576,0.843915
3,4,64,3,3697,3020,0.795098
3,4,64,4,21456,10048,0.841707
3,4,64,5,2119,1840,0.860214
3,4,64,6,8297,7652,0.854361
3,4,64,7,5522,3096,0.813150
3,4,64,9,3856,2982,0.862278
3,4,64,10,9620,2288,0.836947
3,4,64,11,2779,2412,0.874810
3,4,64,14,2226,2816,0.855684
3,4,64,15,1231,1232,0.603764
3,4,64,17,744,696,0.860934
3,4,64,19,3895,1984,0.848074
3,4,64,20,1002,1136,0.857812
3,4,64,21,5502,4408,0.712561
3,4,64,25,1082,992,0.873156
3,4,64,26,1072,1064,0.855814
3,4,64,28,1346,884,0.768694
3,4,64,29,7883,4056,0.755360
3,4,64,31,1122,508,0.655601
3,4,64,32,4070,2756,0.825283
3,4,64,33,1163,644,0.861222
3,4,64,34,4001,2520,0.854496
3,4,64,35,2961,2300,0.844019
3,4,64,36,1388,1124,0.879614
3,4,64,39,5152,3672,0.777182
3,4,64,42,1283,1104,0.870647
3,4,64,43,1627,1500,0.822408
3,4,64,44,1265,1008,0.880170
3,4,64,45,2230,1436,0.840791
3,4,64,48,456,600,0.827998
3,4,64,52,763,488,0.862450
3,4,64,54,450,548,0.871561
3,4,64,57,830,900,0.824774
3,4,64,58,871,712,0.859583
3,4,68,1,21159,8916,0.798552
3,4,68,2,15241,13232,0.854136
3,4,68,3,3689,2800,0.827438
3,4,68,4,22223,10056,0.844041
3,4,68,5,2073,1708,0.870206
3,4,68,6,8284,7440,0.846709
3,4,68,7,5794,3104,0.827852
3,4,68,9,3745,2868,0.860976
3,4,68,10,9541,2348,0.850308
3,4,68,11,2883,2488,0.873500
3,4,68,14,2221,2804,0.836786
3,4,68,15,1377,1484,0.747168
3,4,68,17,949,844,0.876802
3,4,68,19,4024,2004,0.875031
3,4,68,20,1085,1192,0.841007
3,4,68,21,5809,4516,0.720488
3,4,68,25,873,752,0.821839
3,4,68,26,863,832,0.866226
3,4,68,28,2281,1576,0.859310
3,4,68,29,8616,4352,0.786798
3,4,68,31,960,418,0.510861
3,4,68,32,4533,3070,0.853668
3,4,68,33,1301,708,0.878373
3,4,68,34,4094,2508,0.836114
3,4,68,35,2875,2196,0.841577
3,4,68,36,1619,1288,0.875250
3,4,68,39,4634,3196,0.765664
3,4,68,42,1523,1336,0.866540
3,4,68,43,1810,1540,0.866981
3,4,68,44,1410,1148,0.881313
3,4,68,45,2411,1488,0.828687
3,4,68,48,420,552,0.895837
3,4,68,50,716,432,0.676142
3,4,68,52,925,564,0.878787
3,4,68,53,586,636,0.813681
3,4,68,54,524,640,0.853755
3,4,68,58,884,692,0.851960
3,4,68,59,496,420,0.897227
3,4,72,1,22186,8780,0.806708
3,4,72,2,15387,12468,0.847471
3,4,72,3,3883,2852,0.818277
3,4,72,4,23020,10108,0.716061
3,4,72,5,2099,1664,0.844732
3,4,72,6,7839,6764,0.866489
3,4,72,7,6473,3044,0.812177
3,4,72,9,3820,2766,0.866120
3,4,72,10,9180,2192,0.823965
3,4,72,11,2981,2500,0.855914
3,4,72,14,2766,3488,0.676890
3,4,72,15,1571,1716,0.789446
3,4,72,17,861,708,0.884612
3,4,72,19,4136,1992,0.819719
3,4,72,20,926,1012,0.871111
3,4,72,21,3893,2592,0.830717
3,4,72,24,2196,1792,0.867712
3,4,72,25,1135,936,0.814748
3,4,72,26,859,748,0.844013
3,4,72,28,2280,1556,0.850797
3,4,72,29,8389,4076,0.775568
3,4,72,31,1189,574,0.616782
3,4,72,32,4748,2922,0.846929
3,4,72,33,1309,748,0.857664
3,4,72,34,4151,2372,0.815378
3,4,72,35,2791,2060,0.853425
3,4,72,36,1662,1296,0.854450
3,4,72,39,4560,3128,0.746355
3,4,72,42,1631,1420,0.866784
3,4,72,43,1834,1484,0.851072
3,4,72,44,1590,1288,0.869692
3,4,72,45,2482,1532,0.859906
3,4,72,52,915,540,0.868957
3,4,72,53,554,624,0.857950
3,4,72,54,710,860,0.847257
3,4,72,55,1198,472,0.802487
3,4,72,58,986,736,0.855188
3,4,72,59,547,460,0.894778
3,5,0,1,1346,1308,0.884973
3,5,0,2,1871,2118,0.865817
3,5,0,3,1125,1266,0.858378
3,5,0,4,3571,3636,0.855911
3,5,0,5,8434,9092,0.836826
3,5,0,6,3556,4236,0.776335
3,5,0,7,4977,4808,0.763965
3,5,0,8,5514,6480,0.863950
3,5,0,9,11851,11232,0.864296
3,5,0,10,1635,1820,0.850373
3,5,0,11,2067,2516,0.860665
3,5,0,12,2051,2580,0.870520
3,5,0,13,1002,1260,0.861196
3,5,0,14,3137,3624,0.868406
3,5,0,15,2349,3012,0.876586
3,5,0,16,584,576,0.888086
3,5,0,17,611,808,0.883583
3,5,0,18,1250,1056,0.838670
3,5,0,19,784,944,0.872233
3,5,0,20,401,424,0.869282
3,5,0,21,716,676,0.869164
3,5,0,22,492,580,0.798846
3,5,0,23,997,1168,0.867231
3,5,0,24,736,792,0.874791
3,5,0,25,636,564,0.848545
3,5,0,26,1120,1388,0.853716
3,5,0,27,691,858,0.881469
3,5,0,28,1403,1688,0.740819
3,5,0,29,843,996,0.855981
3,5,4,1,1297,1260,0.862209
3,5,4,2,2317,2262,0.866073
3,5,4,3,597,658,0.850867
3,5,4,4,3707,3324,0.853976
3,5,4,5,9837,8798,0.840849
3,5,4,6,3236,3656,0.781241
3,5,4,7,4516,3648,0.810540
3,5,4,8,5401,5832,0.869161
3,5,4,9,15225,12460,0.864303
3,5,4,10,1910,2048,0.862439
3,5,4,11,2708,2964,0.824468
3,5,4,12,2896,3480,0.865928
3,5,4,14,3378,3248,0.850042
3,5,4,15,3193,3288,0.865299
3,5,4,17,1076,1448,0.876263
3,5,4,19,768,898,0.880637
3,5,4,22,611,696,0.880503
3,5,4,26,1329,1484,0.870526
3,5,4,27,1199,1332,0.862852
3,5,4,30,484,420,0.860925
3,5,4,31,1204,916,0.879113
3,5,4,32,555,508,0.898029
3,5,4,33,714,720,0.867665
3,5,4,34,427,404,0.844368
3,5,4,35,734,820,0.890120
3,5,4,36,606,696,0.860934
3,5,4,37,438,508,0.826868
3,5,4,38,663,768,0.865882
3,5,4,39,403,408,0.864789
3,5,4,40,570,674,0.898875
3,5,4,41,482,608,0.429110
3,5,4,42,781,1024,0.785818
3,5,8,1,1592,1616,0.879971
3,5,8,2,2616,2376,0.850134
3,5,8,3,1024,1092,0.858021
3,5,8,4,3556,3218,0.841706
3,5,8,5,10500,8414,0.867219
3,5,8,6,3194,3468,0.833711
3,5,8,7,4577,3288,0.827628
3,5,8,8,6796,7276,0.869021
3,5,8,9,16705,13208,0.847176
3,5,8,10,2011,2116,0.860840
3,5,8,11,2821,3200,0.845210
3,5,8,12,2315,2664,0.866095
3,5,8,14,2728,2728,0.856173
3,5,8,15,3420,3704,0.863877
3,5,8,17,965,1300,0.854786
3,5,8,19,837,984,0.876483
3,5,8,22,646,716,0.866608
3,5,8,26,842,880,0.842147
3,5,8,27,761,792,0.856656
3,5,8,31,1409,1056,0.878602
3,5,8,33,752,708,0.884612
3,5,8,34,349,408,0.840288
3,5,8,35,643,708,0.879778
3,5,8,36,658,756,0.885745
3,5,8,37,483,516,0.877186
3,5,8,39,593,604,0.855815
3,5,8,41,549,684,0.444816
3,5,8,42,621,792,0.858444
3,5,12,1,909,852,0.879663
3,5,12,2,2848,2234,0.873385
3,5,12,3,1176,1168,0.863609
3,5,12,4,4598,3794,0.849669
3,5,12,5,11052,7032,0.832619
3,5,12,6,3182,3136,0.823772
3,5,12,7,6870,4880,0.761098
3,5,12,8,7490,7412,0.873126
3,5,12,9,19046,13196,0.856433
3,5,12,10,1941,1852,0.868772
3,5,12,11,2637,2872,0.675939
3,5,12,12,2702,2852,0.859239
3,5,12,14,3771,3260,0.861607
3,5,12,15,4616,4480,0.847752
3,5,12,17,1083,1396,0.866011
3,5,12,19,1070,1198,0.869495
3,5,12,22,474,464,0.873832
3,5,12,26,1780,1756,0.874115
3,5,12,27,931,928,0.868886
3,5,12,31,1465,1100,0.838093
3,5,12,33,1101,968,0.879127
3,5,12,35,800,816,0.887946
3,5,12,36,620,672,0.869987
3,5,12,37,567,572,0.863243
3,5,12,39,817,756,0.885745
3,5,12,40,794,832,0.851794
3,5,12,43,511,520,0.856455
3,5,12,44,660,704,0.884121
3,5,12,45,379,452,0.814269
3,5,16,1,1148,1088,0.880019
3,5,16,2,3677,2792,0.876931
3,5,16,3,1171,1190,0.852011
3,5,16,4,6654,5026,0.838041
3,5,16,5,14546,9196,0.860559
3,5,16,6,4413,4356,0.813192
3,5,16,7,7569,5480,0.776331
3,5,16,8,7934,7728,0.865750
3,5,16,9,22098,14844,0.863384
3,5,16,10,2352,2188,0.861716
3,5,16,11,1822,2072,0.680900
3,5,16,12,3620,3856,0.841337
3,5,16,14,4811,4032,0.828345
3,5,16,15,4214,4004,0.862795
3,5,16,17,1390,1804,0.860310
3,5,16,19,924,1012,0.884780
3,5,16,22,1135,1164,0.868319
3,5,16,26,1473,1424,0.868971
3,5,16,27,1165,1140,0.859321
3,5,16,30,493,408,0.802612
3,5,16,31,1919,1508,0.884140
3,5,16,33,1076,988,0.872565
3,5,16,35,1083,1080,0.876778
3,5,16,36,650,664,0.848163
3,5,16,37,705,660,0.863587
3,5,16,38,579,580,0.840056
3,5,16,39,811,724,0.889664
3,5,16,40,612,616,0.845645
3,5,16,43,477,484,0.858908
3,5,16,44,625,640,0.898605
3,5,16,45,495,576,0.819640
3,5,16,46,497,544,0.870593
3,5,16,47,594,594,0.789331
3,5,16,48,1848,1556,0.827703
3,5,20,1,1338,1152,0.893712
3,5,20,2,4384,3300,0.857438
3,5,20,3,1579,1550,0.872591
3,5,20,4,7067,5346,0.832427
3,5,20,5,16881,10154,0.834612
3,5,20,6,4502,4104,0.829172
3,5,20,7,8097,5652,0.719961
3,5,20,8,7469,6608,0.865479
3,5,20,9,25294,15936,0.871919
3,5,20,10,3329,3020,0.855666
3,5,20,11,2644,2844,0.810227
3,5,20,12,3110,3036,0.849561
3,5,20,14,2094,1532,0.537323
3,5,20,15,4693,3836,0.849683
3,5,20,17,1370,1740,0.887964
3,5,20,19,1108,1196,0.836668
3,5,20,22,1857,1912,0.705635
3,5,20,24,748,444,0.792838
3,5,20,26,1790,1648,0.870293
3,5,20,27,1117,982,0.895557
3,5,20,31,2047,1436,0.869317
3,5,20,33,1354,1108,0.876016
3,5,20,35,1433,1388,0.873974
3,5,20,36,972,988,0.855247
3,5,20,37,814,856,0.856854
3,5,20,39,802,684,0.874292
3,5,20,40,1234,1208,0.890975
3,5,20,43,520,512,0.877740
3,5,20,44,611,588,0.849291
3,5,20,45,382,408,0.820073
3,5,20,48,2018,1716,0.830389
3,5,20,49,724,784,0.828042
3,5,20,50,584,508,0.752747
3,5,24,1,1364,1264,0.853301
3,5,24,2,4665,3602,0.846863
3,5,24,3,1577,1592,0.865851
3,5,24,4,6999,5272,0.835152
3,5,24,5,17809,10564,0.836004
3,5,24,6,4456,4080,0.844180
3,5,24,7,8245,6128,0.780728
3,5,24,8,6952,6028,0.869684
3,5,24,9,24846,15256,0.868340
3,5,24,10,3163,2880,0.853431
3,5,24,11,1160,1280,0.792108
3,5,24,12,3407,3320,0.864296
3,5,24,14,3449,2740,0.876938
3,5,24,15,5058,4036,0.866235
3,5,24,19,1332,1478,0.886692
3,5,24,22,966,1004,0.854460
3,5,24,24,1298,944,0.829618
3,5,24,26,2499,2188,0.856501
3,5,24,27,1148,976,0.872912
3,5,24,31,2239,1636,0.873306
3,5,24,33,1081,908,0.879487
3,5,24,35,1443,1476,0.793663
3,5,24,36,745,756,0.866730
